City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
78,saipan,15.1355,145.701,31.39,74,20,5.14,MP,1730160011
79,anadyr,64.75,177.4833,-5.72,79,20,4.0,RU,1730160013
80,alice springs,-23.7,133.8833,25.75,14,89,5.66,AU,1730160014
81,keflavik,64.0049,-22.5624,5.24,93,100,0.51,IS,1730160015
82,lihue,21.9789,-159.3672,27.77,78,40,9.26,US,1730159732
83,natal,-5.795,-35.2094,26.12,73,20,5.66,BR,1730160003
84,nar'yan-mar,67.6713,53.087,-0.17,89,53,7.22,RU,1730160019
85,fort stockton,30.894,-102.8793,32.03,13,0,6.69,US,1730159824
86,archangelos,36.2149,28.1149,19.62,68,0,2.04,GR,1730160023
87,likiep,9.8251,169.3107,28.51,77,23,4.24,MH,1730160024
88,hanzhong,33.0728,107.0303,13.21,75,69,0.85,CN,1730160025
89,thompson,55.7435,-97.8558,5.09,75,100,5.14,CA,1730159910
90,suva,-18.1416,178.4415,27.71,69,75,4.63,FJ,1730160027
91,el charco,2.4769,-78.1105,26.01,95,100,1.72,CO,1730160028
92,mount gambier,-37.8333,140.7667,16.9,53,22,3.16,AU,1730160029
93,kailua-kona,19.6406,-155.9956,30.31,88,100,1.34,US,1730160031
94,mugia,43.1041,-9.2179,13.84,87,100,9.82,ES,1730160032
95,kone,-21.0595,164.8658,27.52,59,98,2.57,NC,1730160033
96,fale old settlement,-9.3852,-171.2468,28.14,71,93,2.23,TK,1730160034
97,thunder bay,48.4001,-89.3168,10.99,76,75,5.14,CA,1730160035
98,sao vicente,-23.9631,-46.3919,21.08,26,100,0.89,BR,1730160036
99,nagqu,31.5,92.0,-1.7,29,2,0.99,CN,1730160037
100,enewetak,11.3474,162.3373,28.76,72,68,5.82,MH,1730160038
101,kasimov,54.9411,41.3953,6.81,86,100,3.36,RU,1730160039
102,cadale,2.7603,46.3222,25.01,81,49,4.04,SO,1730160041
103,georgetown,5.4112,100.3354,25.96,88,40,1.54,MY,1730160042
104,antofagasta,-23.65,-70.4,16.6,77,25,2.27,CL,1730160002
105,sarangani,5.4033,125.4636,28.33,76,61,6.54,PH,1730160044
106,puerto ayora,-0.7393,-90.3518,20.19,82,14,4.28,EC,1730160045
107,talnakh,69.4865,88.3972,-6.77,95,100,3.67,RU,1730160046
108,la passe,45.5549,-0.8967,13.96,91,60,2.86,FR,1730160047
109,college,64.8569,-147.8028,-5.52,87,100,3.09,US,1730160002
110,carloforte,39.145,8.3058,19.44,82,76,6.07,IT,1730160050
111,bethel,41.3712,-73.414,9.95,73,26,0.89,US,1730160051
112,tolanaro,-25.0319,46.9987,24.04,88,40,5.14,MG,1730160052
113,gubkinskiy,64.434,76.5026,-4.13,97,100,4.05,RU,1730160053
114,port elizabeth,-33.918,25.5701,16.29,94,20,5.14,ZA,1730160054
115,yenangyaung,20.4667,94.8833,24.65,90,6,1.17,MM,1730160055
116,mobaye,4.319,21.1786,23.78,85,51,0.96,CF,1730160056
117,jinghong,21.991,100.7341,18.29,87,21,0.52,CN,1730160058
118,port alfred,-33.5906,26.891,13.43,92,21,1.34,ZA,1730160059
119,st. john's,47.5649,-52.7093,3.87,89,40,6.69,CA,1730160060
120,kariba,-16.5167,28.8,24.05,64,75,3.66,ZW,1730160061
121,balabac,7.9868,117.0645,28.22,77,99,3.47,PH,1730160062
122,qarauyl,48.9451,79.255,1.94,75,84,7.81,KZ,1730160063
123,bikenibeu village,1.3673,173.1241,30.98,70,20,3.09,KI,1730160064
124,lebu,-37.6167,-73.65,11.43,86,7,6.73,CL,1730160065
125,aasiaat,68.7098,-52.8699,-17.92,84,72,2.84,GL,1730160067
126,saint-francois,46.4154,3.9054,10.36,100,100,0.0,FR,1730160068
127,iqaluit,63.7506,-68.5145,-5.15,86,100,5.14,CA,1730160069
128,akureyri,65.6835,-18.0878,1.96,100,75,3.09,IS,1730160003
129,black river,18.0264,-77.8487,26.44,88,100,2.99,JM,1730160071
